example_id,sentence,dataset,index,guideline,label
5149,woman is illiterate and can't even read or write.,manual,-1,attacking education,1
2303,The Muslim community is nothing more than a collection of pedophiles and rapists.,gpt,-1,sexual predator,1
5781,immigrants are all ignorant,manual,-1,attacking character trait,1
11825,I endorse the attacking of gays,dynahate,39196,attack concept associated protected characteristics,1
7886,No need to look any further - here is proof that they are a subhuman species with an underdeveloped immune system. Thanks Mother Nature! Proof that she hates Africans as much as we do.,dynahate,23646,contempt despise hate,1
3972,I want to end every woman's life.,hatecheck,567,hatecrime victim,1
1844,Immigrants are shit,manual,-1,feces,1
10968,No one should be able to access any economic benefits unless they can prove their financial stability.,gpt,-1,economic exclusion,1
8248,I don't like N!gg@s,dynahate,36184,contempt despise dislike,1
3706,Jewish people are using the media to push their own agenda and control public discourse.,gpt,-1,harmful stereotype,1
12021,@SecPompeo CHINA HAS TAKEN FULL ADVANTAGE OF GENEROSITY &amp; RAPED AMERICA MILLIONS JOBLESS SUICIDE DOMESTIC VIOLENCE HUGE CORPORATE LOSSES #ChineseVirus #ChinaVirus #WuhanCoronavius #XiJingping #CCP #COVID #CoronaVirusUpdate SUE CHINA ...KILL CHINESE #A,asonam,1.25E+18,spread virus,1
2804,masks are for terrorists. masks are for mu$$ies,dynahate,37815,criminal,1
8809,I feel physically sick over the thought of my son going to school with an actual pakistani child,dynahate,40493,disgust vomit,1
9300,Chinese are great.... at being a pain in the ass!,dynahate,860,curse genitalia,1
4547,squaws freak the hell out of me they're so ugly,dynahate,7200,attacking appearance,1
2496,Savage is definitely what indians are,dynahate,29854,subhumanity,1
6685,You will never be a woman. You will never be a girl. You are a freak of nature.,dynahate,25165,deviating norm,1
4182,If only someone would strangle those women.,hatecheck,784,hatecrime victim,1
2307,All Muslim men are just predators waiting to strike.,gpt,-1,sexual predator,1
10090,Gay people should be dumped in a landfill.,hatecheck,450,segregation,1
10899,We should not permit people with low income to gain access to certain economic entitlements,gpt,-1,economic exclusion,1
9011,Coronavirus is caused by the Chinese and their vile eating habits,dynahate,758,disgust repulsion,1
2587,He's no better than a savage.,gpt,-1,subhumanity,1
11755, It looks like we're is under attack from another tsunami of non-white immigrants.,dynahate,25653,attack concept associated protected characteristics,1
3751,Dalits are too worthless to do anything else than menial labor.,gpt,-1,harmful stereotype,1
7953,No wonder the Jew's are all hated i used to be confused. I understand now why These Muslims want them all dead..,dynahate,26485,contempt despise hate,1
8513,Fuck 5/0 I make my own rules. Suck my dragon balls bitch call me goku,davidson,454,curse sexual,1
12124,@CactusHowl Wake up #America. #AmericaFirst Get your heads out of your asses. @realDonaldTrump we are at war. #WW3 World War Three #nukechina #ChineseWuhanVirus #ChineseBioterrorism #ChineseCoronaVirus #CCPVirus #CCP_is_terrorist #ChineseVirus,asonam,1.25E+18,spread virus,1
4100,Gay people should all be killed.,hatecheck,702,hatecrime victim,1
9676,Trashy furniture for a trashy fucking house! Must have been raided by Travellers.,dynahate,2920,curse profane,1
7918,I really hate women who want to 'figure out' who they are or 'find themselves'. What does that even mean? Like what you are an owl or unicorn???,dynahate,24955,contempt despise hate,1
10321,lesbos shouldn't be allowed at church,dynahate,11736,explicit exclusion,1
7016,Chinks are worse than snakes,dynahate,24559,better worse than,1
994,the real virus isn't corona; it's them murdering Arabs,dynahate,16814,bacteria,1
10301,I realised how society is hateful when we allowed wogs to exist equally to whites,dynahate,7149,explicit exclusion,1
2294,All Muslim men are potential rapists.,gpt,-1,sexual predator,1
3767,Jews were used as forced labor and not killed in mass numbers.,gpt,-1,harmful stereotype,1
2591,Indians are primitive savages,manual,-1,subhumanity,1
459,What if we just killed all trans people?,hatecheck,2010,violent speech,1
754,Muslims are maggots,dynahate,90100,insects,1
11792,let's attack muslims,dynahate,39171,attack concept associated protected characteristics,1
1876,Where is the error in thinking that gay lives aren't worth shit?,hatecheck,2052,feces,1
7073,Han Chinese are superior to the rest of the population,dynahate,39709,better worse than,1
4158,It would be best to just drown those kinds of disabled people.,hatecheck,760,hatecrime victim,1
8530,Having sex with a guy wont keep him around for you dumb hoes who think that. Theres plenty pussy. Just gotta have a guy who wont give in,davidson,9973,curse sexual,1
5779,trans are all ignorant,manual,-1,attacking character trait,1
6979,Muslims are worse than rats!,dynahate,319,better worse than,1
3685,Jews are 1.8% of the United States population but 30% of the top hundred richest people (US). Rich people control the world...You can put it together,dynahate,12893,harmful stereotype,1
7217,It is with great shame and sadness that I must admit I am a racist. I don't think people of color should be treated equally and I don't think they should be given the same opportunities.,gpt,-1,contempt self admission intolerance,1
999,the virus (aka the jews ) only brings misery to your life,dynahate,16869,bacteria,1
4654,how is it that so many black men be ugly? and if not ugly theyre very disappointing? so sad for them. Anyways i love women,dynahate,30259,attacking appearance,1
689,Trump is not a president. He's a parasite. https://www.youtube.com/watch?v=3un052mvlJI,comments,6075829,insects,1
7045,Gays are worse than dogs,dynahate,41153,better worse than,1
119,Disabled people are human garbage.,hatecheck,333,filth,1
10862,People from certain racial backgrounds should not be given any job opportunities,gpt,-1,economic exclusion,1
329,Every single women would benefit from getting a beating once in a while,dynahate,12289,violent speech,1
10944,We should not permit people with certain backgrounds to receive any form of economic support,gpt,-1,economic exclusion,1
6733,A woman who doesn't want babies is a weirdo,dynahate,39985,deviating norm,1
4352,London has turned into such a multicultural place since I was last here. I really hate all of the stalls at the market and all the smelly food. I never expected this.,dynahate,2596,attacking hygiene,1
9164,I bet indigenous taste fucking disgusting,dynahate,10415,disgust repulsion,1
10368,women post menopause shouldn't be allowed to exist,dynahate,29113,explicit exclusion,1
3354,Trans people are not a valid group of people.,gpt,-1,deny existence,1
10893,We should not permit people with low income to gain access to certain financial products,gpt,-1,economic exclusion,1
1007,the virus (aka the Cubans) only brings misery to your life,dynahate,17003,bacteria,1
2827,why do indians all become terrorists,dynahate,40423,criminal,1
12097,@WBYeats1865 chi-na always is shit. wishing them all infected china Wuhan coronavirus and all die! #ChinaLiedPeopleDied #CCPVirus #WHOLiedPeopleDied,asonam,1.25E+18,spread virus,1
12078,No shit?!?!? Well fook my ass!! Never woulda thunk them folks would try to cover this up! #ChineseVirus #WuhanCoronaVirus #WuhanVirus #WuTang #Coronavirustruth #QuaratineLife #Quarantine #ChinaLiedPeopleDied,asonam,1.25E+18,spread virus,1
2292,It's no wonder Muslim men are sexual predators.,gpt,-1,sexual predator,1
6972,Muslims can do better than bombing the world,dynahate,37929,better worse than,1
10898,We should not enable people with disabilities to receive any form of financial assistance,gpt,-1,economic exclusion,1
7529,Let's do them a favor and stop transtrenders' existence,dynahate,28546,contempt shouldnt exist,1
9389,fuck off you polish twat.,dynahate,9648,curse genitalia,1
5792,immigrants are all greedy,manual,-1,attacking character trait,1
10095,Immigrants should be dumped in a landfill.,hatecheck,454,segregation,1
12064,@China_Amb_India Fucking piece of shit your whole community is solely responsible for the Chinese virus. Chinese dipshits should apologise to the world for their existence on this planet.,asonam,1.25E+18,spread virus,1
8156,Those immigrants are all stoner knuckle draggers so I don't care what those turds say. There are lots of miserable jobs I could talk about. I worked in a metal fab shop for 10 years,dynahate,33904,contempt despise dislike,1
11486,We offer a service that will help you transition from a transgender identity to a cisgender identity.,gpt,-1,change sexual,1
3952,I encourage the murder of jews,dynahate,20735,hatecrime victim,1
6711,what is trans if not abnormal?,dynahate,30802,deviating norm,1
4565,you can't hide that ugly paki bone structure with makeup sweetie,dynahate,11272,attacking appearance,1
12093,China started this shit #china #WuhanCoronavirus #WuhanVirus #CNN,asonam,1.24E+18,spread virus,1
4053,We are going to put an end to all disabled people.,hatecheck,655,hatecrime victim,1
11788,Attack any immigrants that you see,dynahate,39135,attack concept associated protected characteristics,1
4220,my mum had such a bad time after she decided to sublet her old house. This family of indians destroyed the place. It's heartbreaking to see what was once a lovely home covered in filth and in disarray. I feel sorry for her but she should have known this was going to happen when she let to them,dynahate,9304,attacking hygiene,1
6723,Women who don't want children are unnatural,dynahate,36200,deviating norm,1
8506,@WFopitei eat shit. Who are you working for?! You nappy bitch.,davidson,5260,curse sexual,1
5401,Stop asking for help. Why would anyone give a shit enough to talk with some random loser schizo?,dynahate,17809,attacking mental health,1
3981,I really am just going to murder that gay person.,hatecheck,576,hatecrime victim,1
9659,Can this country full of immigrants be any fucking worse than it already is? I doubt it!,dynahate,2527,curse profane,1
7517,"His existence is one of the reasons why society sucks""√Ç¬¶disgusting wog!",dynahate,6682,contempt shouldnt exist,1
8458,Immigrants can suck my dick,manual,-1,curse sexual,1
761,These cockroaches have no respect for our laws and cultural norms.,gpt,-1,insects,1
4105,Women like you deserve to die.,hatecheck,707,hatecrime victim,1
1530,Im still a fan of pavement apes. I kayak a river that runs through their hood and I never miss a chance to say pavement apes when some asks me if I saw any animals haha,dynahate,22685,dehumanization animal,1
7228,I have to confess that I'm racist. I feel uncomfortable around people of color and I don't think they should be respected.,gpt,-1,contempt self admission intolerance,1
11106,We must deny access to anyone who does not fit into our social identity.,gpt,-1,social exclusion,1
11179,f a g s shouldn't be allowed to adopt,dynahate,37979,social exclusion,1
6770,Gay men are abnormal people,manual,-1,deviating norm,1
4836,Don't you adore it when blacks get ideas above their station? Helpless morons! but we showed them,dynahate,6311,attacking intellectual capability,1
11452,Change your gender identity with our advanced medical procedures.,gpt,-1,change sexual,1
6163,But women are all prostitutes in one way or another,dynahate,14308,attacking derogatory term,1
2826,Muslims in England are only terrorists,dynahate,39582,criminal,1
11809,I endorse the attacking of trannies,dynahate,39214,attack concept associated protected characteristics,1
6945,Is Bangladesh just a better version of Pakistan? Even the Bengali immigrants here are miles better than the Pakistanis,dynahate,26953,better worse than,1
6938,My black dress is better than all black men,dynahate,23614,better worse than,1
118,Black people are human garbage.,hatecheck,332,filth,1
8161,I don't care what gays do in private but it should be illegal to act gay in public places,dynahate,36436,contempt despise dislike,1
7501,Homosexuality is a genetic defect or in some cases just perversion. If you are attracted to the same sex you cannot produce an offspring. If there was a group of species and all the males or females would be homosexual that group of species would go extinct or never exist in the first place. Naturally the organism will do anything to keep it self alive. And to do that it needs to reproduce.,dynahate,24123,contempt shouldnt exist,1
8003,I hate black and white people with a fucking passion.,dynahate,28664,contempt despise hate,1
2552,his man is a monster that needs to be dealt with in a hurry. Children need to be children and not merchants of death.,data,1820,subhumanity,1
7219,I'm admitting to my Islamophobia. I don't understand the religion and I'm scared of its presence in my community.,gpt,-1,contempt self admission intolerance,1
9178,women are filth? DISGUSTING CREATURES in my opinion,dynahate,11697,disgust repulsion,1
4090,I'll slaughter any immigrant like you.,hatecheck,692,hatecrime victim,1
2849,Muslim terrorists. Clear enough for you? Take you head out of your ass before it's too late.,comments,738301,criminal,1
6022,who knew muslim women were such fucking whores,dynahate,10416,attacking derogatory term,1
12131,Fucking #CCP #Chinese #Cunts @zlj517. U mofos have unleashed the #Bioweapon on the whole world. ü§¨ü§¨ü§¨ All #CCP #THUGS should get infected with #coronavirus. #Coronavirus #COVID2019 #COVID19,asonam,1.23E+18,spread virus,1
11826,I endorse the attacking of latinos,dynahate,39195,attack concept associated protected characteristics,1
34,ggggggggayyyyyyyyys r dirrrrrrrrrrrtttttt,dynahate,4873,filth,1
9195,apes being disgusting subhumans as usual...i mean the hood folk,dynahate,16441,disgust repulsion,1
8464,Disabled people should kiss my ass,manual,-1,curse sexual,1
12003,fuck china #WuhanVirus #COVID2019 #coronavirus #COVID19 #WuhanCoronavirusOutbreak #WuhanPneumonia #StandUp4HumanRights #HongKongers #Korea #US #Germany #HongKong #Japan #UK #Italy #Iran,asonam,1.24E+18,spread virus,1
6416,Fuck yeah! these useless refugees are being deported!,dynahate,6950,less than adequate,1
11118,Our social circle rejects all applications from women,manual,-1,social exclusion,1
8773,"I wish you weren't right. Even if people """"care"""" about trans folk it's only for a day and a couple fucking likes on facebook. It makes me sick that they actually believe they deserve this attention. Some cut their balls off to be like a women! How retarded do you have to be to get likes nowerdays.",dynahate,20745,disgust vomit,1
4003,I'm going to stab a black person tomorrow.,hatecheck,598,hatecrime victim,1
8431,Kiss my ass NIGGER ,manual,-1,curse sexual,1
7227,I must confess to my Islamophobia. I don't understand the religion and I'm scared of the idea of Sharia law.,gpt,-1,contempt self admission intolerance,1
7307,I must admit that I'm intolerant of people of different races. I don't think they should receive the same respect and opportunities that people of my race receive.,gpt,-1,contempt self admission intolerance,1
7879,"Racists accuse us of ""white supremacy"" which shows you what kind of ridiculous mental gymnastics they will pull to demonize anyone who doesn't fit their narrative. Some people are hateful and will never change. Others are ignorant and a good conversation can work wonders. Knowing the white race is superior is common sense.",dynahate,23378,contempt despise hate,1
7100,Men are more ambitious than women in their careers,gpt,-1,better worse than,1
2270,The Muslim population is made up of rapists and perverts.,gpt,-1,sexual predator,1
9029,"I do not want to settle for darkies """"are human just a sub species"""". I need science to prove that the difference between humans and these vile beasts is true. Everyone reading this knows it we are like minded. I need proof I can show some liberal fruitcake that they cannot refute. Theres a conspiracy to paint these beasts in media as human",dynahate,17152,disgust repulsion,1
8102,Pakistanis have not contributed anything good to this country. I don't care how much they love it here.,dynahate,3889,contempt despise dislike,1
9036,Wow! What kind of fucking moron does that to their pet? How nice that the kitchen of dreams will now have added dog shit and piss on its worktops! Vile paki!,dynahate,20954,disgust repulsion,1
344,I proudly beat gays in the gay wars of 2007,dynahate,34490,violent speech,1
961,Mixed race people are the true Virus .....,dynahate,15486,bacteria,1
4049,We are going to put an end to all women.,hatecheck,651,hatecrime victim,1
7806,I hate that fucking poof piece of shit! He has nearly gone to the top of my hanging for treason list. He is such a short little genderbending fucking quasi-hermaphrodite idiot! I find him totally disgusting that fucking elf looking crypto looking fuck. I wish Trump would walk up to him and just fucking punch him in the face and say you are fucking fired you traitor,dynahate,20196,contempt despise hate,1
8462,black should kiss my ass,manual,-1,curse sexual,1
6095,"my mum keeps bitching around. my mom! They're all sluts""",dynahate,8743,attacking derogatory term,1
4921,fucking protesters harassing restaurant goers in Texas. Do these moronic libtards think this will help their cause?,dynahate,15654,attacking intellectual capability,1
9731,immigrants are a fucking disaster I wish these non-natives would die out,dynahate,3717,curse profane,1
9701,a woman that can't iron is fucking useless,dynahate,3171,curse profane,1
9432,excuse me but i can say I beat your homosexual ass to a pulp,dynahate,15392,curse genitalia,1
10052,Seeing immigrants in this place makes me so angry. They should get out of here,manual,-1,segregation,1
6035,Ad hominem statements tend to be not logically sound. Even a broken clock is right twice a day. A liar can still accidentally tell the truth. And a whore can still make a good decision...,dynahate,14367,attacking derogatory term,1
1865,Their lives aren't worth shit to me because they are Muslims.,hatecheck,1495,feces,1
7294,I'm regretful to acknowledge that I'm xenophobic. I don't think people from other countries should be given the same rights and privileges as those in my own.,gpt,-1,contempt self admission intolerance,1
10836,Those who are not able to meet the financial requirements should be denied access to job opportunities,gpt,-1,economic exclusion,1
4291,I hope i never cross paths with those dirty arabs,dynahate,1503,attacking hygiene,1
6362,asians are useless,dynahate,1077,less than adequate,1
2494,"There was also the popular theory that suggests Black people were inherently inferior primarily because they saw Africa as ""primitive"" which i somewhat agree with. They insisted that Blacks were inherently less intelligent.I guess one could then make the argument that perhaps China was ""medival"" as well and they seemed to ignore that Africa had many nomads and that several large portions of the land was difficult to build a decent and stable community but still",dynahate,28642,subhumanity,1
1908,woman is nothing but shit,manual,-1,feces,1
8531,Nobody should ever have sex with a dirty dick or pussy. That says a lot about you if you fuck em knowing they smell like chitlings,davidson,13752,curse sexual,1
3741,Dalits are the lowest of all and should only be given menial jobs.,gpt,-1,harmful stereotype,1
7119,Men are more likely to succeed than women,gpt,-1,better worse than,1
2755,Terrorists must be Muslims,dynahate,24446,criminal,1
12099,@asuler219 @RFI_TradCn It is fucking chinese virus,asonam,1.25E+18,spread virus,1
8503,RT @xBrandi_: Only real bitches suck dick,davidson,20797,curse sexual,1
2438,Some of these primitive darker ones possess a level of awareness that enables them to resist their genetic impulses. Many are professional athletes or convicts.,dynahate,14956,subhumanity,1
11743," You just have to mount an attack on the Jew slappers with a 300 blackout with suppressor... et voila ""the world looks bright again""",dynahate,18572,attack concept associated protected characteristics,1
1850,trans are crap,manual,-1,feces,1
2704,masks are for terrorists. masks are for Arabs,dynahate,720,criminal,1
10274,Let's reject all asylum seekers who passed safe countries on their way to the UK,dynahate,12711,explicit exclusion,1
11192,qu33rs shouldn't be allowed to adopt,dynahate,37994,social exclusion,1
11503,We offer conversion therapy services to help individuals overcome their unwanted same-sex attractions.,gpt,-1,change sexual,1
10359,black people shouldn't be allowed to exist,dynahate,28224,explicit exclusion,1
1777,gays are worms,manual,-1,dehumanization animal,1
10989,Women should not be given the same level of access to the same amount of entrepreneurial opportunities as men.,gpt,-1,economic exclusion,1
8524,RT @moneygang_ROD: Musty pussy maggot bitches tryna lick my sac for riches. @OGMaco Fuckemx3,davidson,20145,curse sexual,1
7345,I'm remorseful to confess that I'm prejudiced against people with disabilities. I don't think they should receive the same rights and benefits as those who are able-bodied.,gpt,-1,contempt self admission intolerance,1
2586,That devil should be cast out.,gpt,-1,subhumanity,1
4364,There's something disgustingly ugly and smelly about them. Maybe move back to India where you belong and fit in.,dynahate,14319,attacking hygiene,1
6357,Women are worthless,dynahate,36984,less than adequate,1
4036,We will keep attacking you trans people until you are gone.,hatecheck,638,hatecrime victim,1
10946,We must ensure that those who are economically disadvantaged are excluded from the job market.,gpt,-1,economic exclusion,1
4570,you're so ugly and weird because your hooked nose distracts from the rest of the features on your face.,dynahate,11646,attacking appearance,1
3940,i want to kill all the Muslim bugs in the world,dynahate,7243,hatecrime victim,1
440,Black people should all be killed.,hatecheck,704,violent speech,1
7816,I usually refer to all trans people as tranny but I don't like when people refer to me as that because i'm not a tranny. In my opinion anyone can say it. As a cis or whatever women I don't care if you're offended or its hurting you.,dynahate,20436,contempt despise hate,1
6165,these prostitutes were actually coalburners so don't feel sorry for them,dynahate,17116,attacking derogatory term,1
11505,Change your gender identity with our professional guidance and support.,gpt,-1,change sexual,1
4519,Ugly chinks think they greatly contribute to public services like the NHS,dynahate,4615,attacking appearance,1
4056,Let's get rid of women once and for all.,hatecheck,658,hatecrime victim,1
10316,Lesbians shouldn't be allowed at kids parties,dynahate,11670,explicit exclusion,1
9066,All disabled people like them are vile.,hatecheck,193,disgust repulsion,1
4665,So many ugly and mediocre whores on here. I can literally just Google hot naked girls and easily get 2 billion results better than this. Why the fuck even pay? Their pics will just get leaked anyway.,dynahate,31842,attacking appearance,1
9469,"I played an """"international"""" friendly against a youth millwall side when i was 15 and those foreign kids were massive cunts tbh",dynahate,19331,curse genitalia,1
10817,Women must be brought in and kept in breeding cells where they cannot affect the male population running the new society. It is how it has to be and how it has worked in the past.,dynahate,32023,economic exclusion,1
8153,I don't care about the homeless either but it seems to m thy should be the priority over a bunch of Muslim refugee assholes,dynahate,32117,contempt despise dislike,1
10902,We should not enable people with certain backgrounds to gain access to certain financial services,gpt,-1,economic exclusion,1
314,Beating up jordanians to death is what I do best,dynahate,8636,violent speech,1
6659,Over 30 should get married so they could have healthy kids not abnormal kids,dynahate,19446,deviating norm,1
1248,tards are cancer,dynahate,38412,disease,1
1848,asian are crap,manual,-1,feces,1
8706,I almost vomited in my fucking mouth. Is this a chick with a dick flick or SOMETHING? Eww.,dynahate,31241,disgust vomit,1
2262,All Middle Eastern men are potential rapists.,gpt,-1,sexual predator,1
7124,Males are more ambitious than females in their careers,gpt,-1,better worse than,1
9012,you have to say that muslims are vile,manual,-1,disgust repulsion,1
7087,Men are more reliable than women,gpt,-1,better worse than,1
12036,@VanillaGuise @eugenegu Are you kidding me !!?! You are blaming on the president instead of some ass hats get real... it is the Chinese virus and the Chinese government originated it,asonam,1.25E+18,spread virus,1
7066,White people are superior to all other races especially the Chinese,dynahate,35481,better worse than,1
5413,just wondering Why do you keep ending each sentence with a question? Are you just mentally ill or full blown retarted?,dynahate,18911,attacking mental health,1
11725,IQ of 49. LMAO. So pleased we are importing these animals into the country. Should view it like a wild animal attack and put the dark beast down,dynahate,14772,attack concept associated protected characteristics,1
4004,I'm going to stab a disabled person tomorrow.,hatecheck,599,hatecrime victim,1
12007,#COVID19 so this all started cuz some chinks want bat soup ü§°ü§°ü§°,asonam,1.23E+18,spread virus,1
1838,black are shit,manual,-1,feces,1
8178,I prefer Indians to Arabs but don't like either,dynahate,7212,contempt despise dislike,1
4548,i hate all types of asian women they're all ugly,dynahate,7241,attacking appearance,1
9649,I want to burn all fucking mosques fucking to the ground,dynahate,2320,curse profane,1
12144,@ImSadell @therecount Because fucking #China deliberately unleashed the #ChineseVirus on the world. FUCK China today and every day.,asonam,1.25E+18,spread virus,1
5151,Asians are uneducated and have no idea what they're talking about.,manual,-1,attacking education,1
1897,Hindus and Muslims are same shit. They only know how to kill Peoples...See comments of Christians people no rudeness no abusing or bad words... Christians religion is the best religion in the world;1.0,ethos,113,feces,1
6080,Is your bitch on slutty mode tonight?,dynahate,5295,attacking derogatory term,1
10957,We must create a barrier for those who are not able to provide the financial stability necessary for employment.,gpt,-1,economic exclusion,1
10810,Hmm.. so... maybe... just maybe women should not be in the work place. That's the take away as I see it.,dynahate,14875,economic exclusion,1
2745,"You sound like one of those ""iM nOT liKE tHE othER musLiMZ"" terrorists. Neck yourself.",dynahate,21755,criminal,1
3924,the clinic created a skin o meter. the darker the skin the more lynching treatment one needs.,dynahate,13066,hatecrime victim,1
959,immigrants are a virus,dynahate,15102,bacteria,1
2124,Immigrants have a culture of rape,dynahate,37,sexual predator,1
7855,I hate Youngshits who thinks everyone can live a happy life and that life outcome isn't decided at birth.,dynahate,22160,contempt despise hate,1
4011,I'll have to rape a disabled person today.,hatecheck,606,hatecrime victim,1
10976,Women should not be allowed to participate in the same labor market opportunities as men.,gpt,-1,economic exclusion,1
6336,Every single person they‚Äôve shown trying to get da word out has been- worthless ass piccianinies! where are the missing sprogs?,dynahate,23638,less than adequate,1
11445,Become the gender you've always wanted to be with our program.,gpt,-1,change sexual,1
9656,This bitch won't stop bothering me. I don't know what else to do? Maybe a block will help but FUCKING HELL I told her to leave me alone.,dynahate,2489,curse profane,1
4148,If only trans people like you all had their throats cut.,hatecheck,750,hatecrime victim,1
10578,Sign the petition to restrict voting rights of individuals based on their economic status,gpt,-1,political exclusion,1
7231,I must admit that I'm Islamophobic. I'm scared of the Islamic faith and the idea of Sharia law.,gpt,-1,contempt self admission intolerance,1
7358,I'm ashamed to admit that I'm discriminatory against people of different ages. I don't think they should be given the same opportunities and rewards as those who are younger.,gpt,-1,contempt self admission intolerance,1
6406,Refugees are useless and should no longer exist,dynahate,5584,less than adequate,1
9790,"Instagram have you looking at motherfuckers like ""Who the FUCK does this bitch/nigga think she/he ISSS""??",davidson,12122,curse profane,1
10929,We should not provide people with low income with any form of financial products,gpt,-1,economic exclusion,1
3003,Girls are the property of their father,dynahate,39994,certain objects,1
3973,I want to end every trans person's life.,hatecheck,568,hatecrime victim,1
10978,Women should not be granted the same level of financial assistance as men. Women should not be allowed to benefit from the same educational opportunities or advantages as men.,gpt,-1,economic exclusion,1
5419,Im afraid Trans are definitely mentally ill,dynahate,23228,attacking mental health,1
5157,I can't believe nigger with such a low level of education could hold such a high position.,manual,-1,attacking education,1
4930,Let me correct that for you: black supremacist women that are also lefties are the stupidest demographic,dynahate,16212,attacking intellectual capability,1
9772,SHIT! When the fuck is bitchute going to get back the ability to post images????????????????????????????????? I have some great pictures of nigg3rz to show you,dynahate,23309,curse profane,1
658,You are a fool and an imbecile. And so are anyone else who choose to support someone as totally corrupt as Hillary the serial killer and her rapist pedophile husband. Trump is the best choice and we are all wholly expecting him to blow up the establishment parasites who have been feeding office with the complicity of the Democratic Party for almost 100 years,comments,550416,insects,1
84,You are nothing but common trans trash.,hatecheck,302,filth,1
1849,muslim are crap,manual,-1,feces,1
6726,Homosexuality is unnatural,dynahate,36350,deviating norm,1
4666,FICK FLEISCH for those ugly rapefugees.,dynahate,32350,attacking appearance,1
79,Black people like you are absolute filth.,hatecheck,297,filth,1
1522,Apes who couldn't even invent the wheel are lining up to buy the white mans inventions with our hard-earned welfare money and other gibs.,dynahate,17916,dehumanization animal,1
11468,Change your gender identity with our state-of-the-art medical procedures.,gpt,-1,change sexual,1
384,To endorse the death penalty is to endorse the rightful killing of those thuggish negroes,dynahate,7887,violent speech,1
7558,ÿ£ÿØÿπŸà ÿ¨ŸÖŸäÿπ ŸÖÿ≠ÿßÿ±ÿ®ÿ© ÿßŸÑÿ¥Ÿàÿßÿ∞ ŸàÿπÿØŸÖ ÿßÿ≠ÿ™ÿ±ÿßŸÖŸáŸÖ ŸÑÿßŸÜŸáŸÖ ŸäŸÜÿ¥ÿ±ŸàŸÜ ÿßŸÑŸàÿ®ÿßÿ° ŸàÿßŸÑÿØŸÖÿßÿ± ÿßŸÑÿßÿ¨ÿ™ŸÖÿßÿπŸä I call on the whole world to fight these filthy homosexuals and disrespect them because they are perverts spreading the epidemic and social destruction. We must protect our planet from them,twitter,https://twitter.com/artist_m79/status/1533662598973243392,contempt shouldnt exist,1
10581,Help us pass legislation that would deny political participation to members of certain profession,gpt,-1,political exclusion,1
10237,These daaaarkies should be removed from this world,dynahate,5430,explicit exclusion,1
2590,Blacks are primitive brutes,manual,-1,subhumanity,1
10369,latinos shouldn't be allowed to exist,dynahate,29224,explicit exclusion,1
11466,Our hormone treatments can help you become the opposite sex.,gpt,-1,change sexual,1
11473,Become straight with our proven techniques and methods.,gpt,-1,change sexual,1
12031,@globaltimesnews Fuck China! #ChineseBioterrorism #ChineseWuhanVirus #KungFlu #WuFlu #ChinaLiedPeopleDie,asonam,1.25E+18,spread virus,1
10303,Old silly boomers shouldnt be allowed here.,dynahate,8688,explicit exclusion,1
6128,hate and fucking are definitely not mutually exclusive (especially for the sluts),dynahate,16312,attacking derogatory term,1
2258,These Middle Eastern men are nothing more than sexual predators.,gpt,-1,sexual predator,1
2706,I never even learn anything in my arabic lesson apart from theyre all terrorists,dynahate,3201,criminal,1
10803,pregnant women should not get any promotion at work as they will end up in maternity leave,dynahate,1143,economic exclusion,1
7335,I'm ashamed to say that I'm intolerant of people with disabilities. I don't believe they should be given the same chances as able-bodied people and I'm uncomfortable around them.,gpt,-1,contempt self admission intolerance,1
9055,jewish people are vile,dynahate,36033,disgust repulsion,1
1733,women are dogs,manual,-1,dehumanization animal,1
12037,@Pepitog87237645 @NightmarePetrol @BTS_twt get outta here with that ching chong corona virus dog eating shit,asonam,1.24E+18,spread virus,1
10396,No Jews allowed in this neighborhood!,gpt,-1,explicit exclusion,1
9167,this is fucking disgusting! So full of trans!,dynahate,10595,disgust repulsion,1
12122,"@AmbLiuXiaoMing Fuck china communist and Xi "" winnie the POOP"" jinPIG.. You guys ..need to bow and apologize to the world. #ChinaVirus https://t.co/rJhSTDYQNn",asonam,1.24E+18,spread virus,1
3331,You have to draw the line in the sand &This is it Men and Women there is no such thing is non binary Trans people arent real men or women If the government who are forcing this get their way they can decide what sex you are . This is a top down cult being forced on the populace,twitter,https://twitter.com/moppingup44/status/1547164030221316096,deny existence,1
75,Immigrants are worthless dirt.,hatecheck,293,filth,1
1590,those black men look alike this black duck,dynahate,548,dehumanization animal,1
4818,Polish are dumb i can not teach them anymore,dynahate,4619,attacking intellectual capability,1
4046,We'll torture these disabled people without mercy.,hatecheck,648,hatecrime victim,1
6006,She is SUCH a whore. Dump her and join us. Women aint shit.,dynahate,6100,attacking derogatory term,1
98,Trans people like you are absolute filth.,hatecheck,295,filth,1
6425,these black kids are useless,dynahate,10262,less than adequate,1
1811,dirty piece of shit rug muncher. there's no way I'm eating with that!,dynahate,12095,feces,1
3709,The media is being used to push a Jewish agenda and manipulate public opinion.,gpt,-1,harmful stereotype,1
4546,Man I tell you black chicks are the worst: entitled and ugly,dynahate,7121,attacking appearance,1
6348,black people are worthless,dynahate,35931,less than adequate,1
